Date,Type,Link
2023-11-22 20:09:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133182705306939392
2023-11-22 20:01:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127375570182492160
2023-11-22 20:01:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3901022-7132836943171608578
2023-11-22 19:40:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7125586300857966593
2023-11-22 19:40:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7132836331117785088
2023-11-22 19:39:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128119941127409664
2023-11-22 19:39:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7132848443319832577
2023-11-21 13:55:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7132411572118769664
2023-11-18 21:50:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7131251605064028160
2023-11-16 16:09:16,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130927297548664832
2023-11-16 15:14:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130559530303635457
2023-11-16 14:30:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130657139722739713
2023-11-16 14:30:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7121254635943702529
2023-11-16 14:30:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130624270912638976
2023-11-16 14:29:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125307193721036800
2023-11-16 14:29:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130914660899287042
2023-11-16 14:29:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130656504717668353
2023-11-16 14:29:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130898245773340675
2023-11-16 14:29:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130911056721268737
2023-11-16 14:29:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130872135446671360
2023-11-15 20:01:57,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7129497088391811073
2023-11-15 19:52:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7121110101385523200
2023-11-15 19:49:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130273901841895424
2023-11-15 19:48:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130641886284795905
2023-11-15 19:48:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130639456616771585
